 metabolite_name	17Dec15_P104N24	17Dec18_2P147	17Dec19_1exo	17Dec12_17exo	17Dec15_13exo	17Dec20_P95N19	17Dec15_P29N6	17Dec12_P83	17Dec15_P193	17Dec08_26exo	17Dec22_24exo	17Dec08_P110N29	17Dec20_UK001N	17Dec18_P162N42	17Dec18_25exo	17Dec22_8exo	17Dec19_15P169(28)	17Dec08_9exo	17Dec18_44exo	17Dec08_P145	17Dec18_P136N38	17Dec19_21exo	17Dec08_P31	17Dec18_3exo	17Dec15_35exo	17Dec15_39exo	17Dec22_P209N50	17Dec15_P126N33	17Dec22_14exo	17Dec18_P101N22	17Dec08_P134	17Dec15_23exo	17Dec12_P97(48)	17Dec15_40exo	17Dec18_P28N5	17Dec19_P37N12	17Dec11_P128	17Dec15_P36N11	17Dec11_18exo	17Dec18_P127N34	17Dec11_22exo	17Dec19_P82	17Dec20_P123	17Dec22_P89	17Dec18_50exo	17Dec11_10P66(25)	17Dec18_33exo	17Dec18_17P64(23)	17Dec12_5exo	17Dec08_P90	17Dec08_P125	17Dec15_2P58(19)	17Dec22_7exo	17Dec18_28exo	17Dec15_P92(46)	17Dec11_P88N15	17Dec22_29exo	17Dec18_P132(61)	17Dec15_36exo	17Dec20_P109N28	17Dec22_P32N7	17Dec20_47exo	17Dec11_48exo	17Dec19_41exo	17Dec22_5P73(31)	17Dec11_27exo	17Dec15_34exo	17Dec12_P94N18	17Dec19_32exo	17Dec20_45exo	17Dec22_11exo	17Dec08_P98	17Dec18_49exo	17Dec18_10exo	17Dec11_UK012	17Dec22_P81	17Dec20_P103	17Dec22_P35N10	17Dec22_P91N17	17Dec18_6exo	17Dec19_P192N49	17Dec20_30exo	17Dec12_8P76	17Dec15_2exo	17Dec22_P135N37	17Dec22_15exo	17Dec12_4exo	17Dec22_42exo	17Dec12_P108N27	17Dec18_UK009	17Dec11_P99N21	17Dec08_19exo	17Dec15_51exo	17Dec15_P164N44	17Dec15_43exo
FA(18:1)+13C0[+NH4]	102908.8345	28686.74545	51442.93754	35320.49884	55426.25237	42333.8502	46667.24237	89152.62789	42969.98836	301469.9817	51730.11806	248810.7951	23170.98012	23722.29363	75527.6488	51255.65213	40400.01714	373862.2483	51330.92218	221519.764	46543.07392	53520.65462	340416.6496	218825.0827	63778.30721	77180.49667	86474.5846	51930.98447	76297.01443	30181.70646	802212.2184	313206.0922	56254.30642	239096.4525	58305.00128	53066.23287	170884.293	60175.11867	112436.6978	45444.70872	209255.4161	71743.73197	38409.99336	64365.84662	48462.78086	152478.61	47006.93244	46698.35129	65868.34794	210034.2153	383441.8459	76292.78092	58125.87906	54771.27746	46030.3806	311067.1173	51989.38915	34570.10965	40537.78198	43564.94345	40816.10411	70073.49123	123885.6573	41295.58992	115725.3677	152142.4161	57477.84265	76605.08283	71705.62816	29315.45339	45600.13429	285047.5086	119270.9258	38955.66515	122555.0935	57991.07313	41669.27255	78730.13701	98561.89535	33744.27027	51030.62143	48277.84083	76491.7764	66797.74556	29328.82636	53857.39688	83602.5682	44247.9219	45325.32487	56132.031	198608.9749	326462.763	67011.41112	66555.42365	57447.12685
FA(18:3)+13C0 [+Na]	34738.15084	0	0	0	0	0	33557.80026	45917.49059	0	0	0	59793.65996	0	0	0	0	0	53106.51389	0	0	0	0	63373.6141	0	16532.11769	23593.27872	0	0	0	0	0	0	20024.39426	50197.48879	0	0	0	25106.07961	0	0	0	0	0	0	0	0	0	0	0	50549.8369	88611.49703	0	0	0	0	0	0	0	25164.32724	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43059.27903	0	0	0	0	130297.7939	0	0	0
FA(18:0)+13C0[+NH4]	29201.04027	17198.76253	16176.14757	12135.82401	21410.48696	13391.4893	23724.25282	0	16915.82086	48006.55855	22979.83414	42860.35595	11072.65635	12146.53572	14561.54085	11394.75072	15074.8538	0	14165.85335	35369.29061	15285.59535	15582.90217	148802.862	0	19934.52405	25915.18749	23446.29195	18321.77587	27258.94881	15184.70461	91378.48337	0	19929.09732	31794.64693	13800.57836	15564.76214	0	19284.74164	22825.3844	17504.23213	0	18426.91368	12940.19678	14919.78444	16594.91441	0	15849.14379	14084.25859	0	39084.30696	57181.97442	26574.0677	14741.04019	12590.48944	16914.41681	0	22818.94724	0	17367.66254	12649.54983	12322.78677	13041.21436	21513.49387	19911.72886	24656.09611	0	20812.34348	0	18756.71281	11986.25807	13468.40653	58343.31283	16340.35444	17477.55632	19311.1453	13910.1186	14378.8964	23066.48679	25741.01193	14337.3844	16283.84179	14407.00557	20121.64659	19793.59278	0	25921.87115	27935.08022	14083.49023	0	0	0	52805.11508	0	0	19836.78197
FA(20:2)+13C0[+H]	35309.97599	15040.88172	31321.37532	0	32215.19971	18374.01345	0	0	0	60126.19809	0	56774.71222	0	0	37198.08076	25784.2275	13930.07736	47533.75535	27782.3853	43830.85621	23160.13752	35880.4716	75259.08462	24142.72124	35984.27491	43645.76709	63322.34704	20651.70436	40350.61408	13404.66404	325843.833	0	23983.63106	0	26879.96404	0	0	30840.49685	0	15839.6636	0	17038.54366	19552.76782	28139.66719	22156.65147	0	13710.56013	25143.77655	0	31861.58943	89121.27028	0	19687.28111	29490.89245	23893.09937	71337.00612	25461.66327	16022.27754	18534.79154	19331.97965	25157.50591	32133.27923	0	0	0	0	35906.65536	33037.03335	19526.3061	13339.09664	26387.44382	51237.66445	0	18826.10872	0	35934.09324	20138.66278	57779.33792	70441.59165	0	23569.69523	22592.07548	0	22046.47946	0	22493.40203	31099.40989	19068.42025	0	0	0	49396.8963	0	33824.68804	30263.47957
FA(19:2)+13C0[+NH4]	34720.2588	17726.6273	23179.73552	16456.11885	28595.72473	21997.55072	26997.31784	38516.75605	23682.74319	89548.67826	20954.14267	95761.96045	16384.56349	11880.90233	33070.37325	14896.4347	21897.34007	142887.4747	26381.73232	80397.82294	24179.17601	21261.84397	127093.5553	21460.37017	27320.69204	37156.60237	28654.63766	21798.00757	28123.50387	15211.24852	87957.8824	0	22825.5834	46531.69693	24285.51126	19532.00104	64757.00675	27243.26504	41845.04994	17900.41479	81264.69038	25499.7601	18735.36138	22548.47904	17548.51072	58985.44426	19194.33107	22359.52004	25404.18801	84142.44112	125574.1446	41239.04607	23230.93541	22019.73578	22325.36399	106819.1042	23790.35669	14795.64213	21203.42011	20515.28806	17319.37481	23285.89589	38100.95702	25388.69736	22070.87157	65844.6966	33485.65174	0	26147.87234	17829.52121	18514.60394	112322.0139	22404.16526	18114.83916	36084.23138	20494.58597	21665.00381	31050.74904	33526.89869	15331.3432	23207.43696	23602.42735	31544.64883	25078.56152	16881.37097	24059.59973	42562.26632	19759.94103	0	31512.43852	75628.89808	120793.5716	36024.66412	29819.78334	25522.11919
FA(19:1)+13C0[+NH4]	217099.8276	104777.3846	112126.2741	104082.1801	211486.827	197207.1973	170858.6178	179555.0969	168506.8766	699742.2339	190058.1414	447248.6269	115519.0417	67438.44735	261812.7009	99384.56086	196352.6587	1366066.319	190152.3158	497424.3906	214715.7914	124519.6337	1187604.275	196830.2567	167816.0604	232082.1948	190638.0743	144113.1158	260147.1051	94924.9627	1041137.131	190696.0153	173620.6458	268255.024	206549.0834	151451.4313	501551.1849	158661.3718	439668.6486	107362.159	573940.3314	252973.4261	66892.85575	160281.9664	97180.31699	496605.0356	136652.145	185428.3392	128496.9152	614412.4486	1134399.851	356434.0123	156291.4824	218697.7578	148429.7821	647441.8775	120301.1686	135292.7524	145730.5628	193694.0455	108103.0579	138703.9805	273066.2018	138348.9235	180735.7406	455950.4657	205999.9462	105550.1083	197289.175	105959.8303	116890.3031	953832.6276	84160.24378	135191.1217	368554.445	112965.3639	125036.335	161974.138	237756.6952	85710.29747	154208.0924	188086.4598	148207.5423	197550.7344	147635.69	295800.5599	186005.5969	132085.3759	216524.7645	133799.3582	579741.7065	1109859.363	225666.5088	182165.2844	145289.3827
FA(19:1)+13C1[+NH4]	43885.07853	20463.78348	20562.05205	19938.1521	41913.75188	36101.41584	32390.3479	36838.62183	32728.48455	129547.4051	36240.52461	88475.18893	23011.43057	13422.41498	48065.18473	19930.11279	35276.93181	251341.9406	33874.20402	90211.79995	41033.22119	23676.1824	223258.6318	39536.69329	32459.95483	42625.82065	37245.95345	28365.2794	48116.87111	19309.81885	193514.7798	0	32199.436	52096.27555	38706.94309	29669.82703	93700.73438	30258.67427	81424.8604	21003.98346	109511.2276	46770.83911	13412.62311	30242.11244	17927.25392	94637.27384	26219.1149	35403.37673	25893.12525	111637.7106	209853.7306	68245.4102	30783.73677	41118.55485	26948.18997	120879.477	22702.20405	25398.52856	27204.11874	36080.15326	20527.32589	27231.58489	52140.66433	26929.45019	35015.7745	86566.1334	38913.97302	23789.6079	38538.73608	19884.66796	22414.36854	180884.1659	18219.50897	24916.93711	70296.70768	22369.27912	22894.33685	31172.05686	45293.3268	17223.34209	30666.23068	34749.80695	29377.5117	36560.89071	27441.34705	55823.52088	35856.90649	25636.12074	39434.91807	27418.6116	112250.4796	202523.1173	43765.69484	34233.86464	26802.75843
FA(19:0)+13C0[+NH4]	620314.174	295200.5834	543063.5212	202158.0459	624008.0158	412214.2269	400194.6713	392998.5973	338521.811	3599542.579	314172.6945	1719178.636	389717.3474	217236.3303	621486.041	366227.1325	508041.2189	1833011.234	509069.4273	1586249.981	426845.499	432210.2815	2844997.586	496681.0857	538837.2919	761602.0117	674441.5968	373339.3322	509527.3304	324449.0875	18441586.69	286502.6229	428209.1194	562422.3687	628400.8741	544044.8578	1129896.746	481339.4497	778888.5694	458457.1714	1328374.39	627869.0411	339117.3641	554587.0561	471549.3897	786246.0393	321302.3128	440011.2816	397306.0935	2034178.622	3308431.906	842567.4369	618589.2373	490415.1024	404657.7613	1797369.728	412618.7974	279014.1455	306039.3588	407931.5548	401311.3362	455817.0747	716263.9816	303536.7494	426190.4109	870358.0088	721310.1009	358107.8868	617643.2226	244339.4003	375765.7624	2069360.603	358104.3435	383629.9767	662810.497	585536.2041	373807.1445	688652.7314	943435.2094	271288.063	701167.2949	356485.0678	416180.4923	532485.9769	376562.3182	354345.3091	455275.0321	425082.4775	391814.8542	322023.089	1331660.287	1582917.173	513894.8131	475453.2644	384236.8739
FA(19:0)+13C1[+NH4]	113990.6023	53904.62174	98942.74806	38149.65517	113030.7932	74893.81323	75626.08729	71068.33061	61329.72287	679599.4768	59321.0777	322987.6532	70572.3724	41226.04501	112902.5417	66659.96879	90276.5498	332819.8556	92782.78236	288015.0349	79432.80058	78915.30054	516149.4983	93591.1165	97416.72199	137797.7844	120869.171	70061.008	90977.03328	58987.91427	3703470.285	0	78763.00551	106249.5762	114085.0604	98121.56723	209267.2418	86974.97923	142828.6745	83262.65868	248692.8277	115112.6987	62266.7424	99518.42582	86053.85077	148676.0247	59469.10345	80398.58874	72632.70412	371543.9051	616138.0548	155841.4911	116622.848	90103.60626	71810.15052	328200.1127	77929.47942	51400.01032	56991.1856	73260.31188	74091.33501	81724.66855	129585.3951	57382.29068	79794.9333	164214.9021	129195.3419	68057.45063	112282.4714	44894.43371	69467.47562	379015.7827	65857.81843	68083.05469	121302.2586	105472.4536	67635.9806	124778.4854	175941.4669	51082.17103	124458.1222	63942.40424	79243.91495	97108.05481	68656.33775	66900.31505	84915.3908	76883.16961	75956.97786	60064.65876	246745.9526	296016.1319	93595.19295	86027.76252	70968.84383
FA(20:1)+13C0[+NH4]	26328.47627	12982.44566	19146.63144	10124.8877	26857.58251	17368.34817	0	0	17254.85678	50852.16854	21084.93931	48379.73224	12010.51016	0	23842.21913	16391.9599	16518.20967	78722.61721	17720.21121	37000.53333	19268.97779	17632.28849	71851.07774	67139.26071	19975.53754	27539.72787	25509.26089	17958.18276	25317.44315	12613.29032	76736.34972	104117.1199	19660.40283	69337.79646	19647.32045	24509.45606	33576.62368	18646.8752	28136.62554	16877.32837	40677.98216	29638.98609	14725.49745	22366.06288	17508.24066	0	17713.8971	19039.45862	0	41471.95636	62018.28518	26898.10909	22107.86252	23651.42367	16201.37521	49303.93453	19683.56172	13104.34746	15087.71657	15516.3222	14850.54247	20116.47793	23189.26775	15576.188	38820.6075	0	26063.91469	23994.42013	27657.37737	11714.95168	15333.01977	54993.54259	36035.27787	15383.19094	30836.34671	18089.54199	14996.38518	21005.46864	30639.1771	14056.22981	22966.99671	17283.36199	25357.04723	18133.92092	15096.10066	24773.5598	26082.38393	17735.15464	0	22733.12979	40949.02125	63378.18211	0	0	21003.65772
MAG(16:1)+13C0[+NH4]	40534.64077	14666.2663	21747.91479	14257.3872	37963.70407	22600.93924	42442.25592	0	23972.43066	170106.4584	28106.79482	49432.80413	12752.57341	0	33010.04105	20602.39169	22733.33508	100204.975	27346.2229	44806.57884	29291.38039	17076.30452	82044.22349	26262.98712	24271.2008	40920.4366	37182.84204	23564.58557	38969.29879	14180.23035	594285.4548	0	25137.03943	49607.35218	30627.11825	20836.2306	0	18833.8639	24593.48684	15007.79306	48198.15959	33189.42789	0	24273.28787	16157.60939	0	18522.77624	26094.29834	0	43506.05423	80868.36238	48435.00892	22363.37143	24958.05517	23058.61272	54935.69498	20252.65385	17773.6502	18555.25636	20269.34004	17807.32544	19339.43883	31167.7462	20607.31227	35556.64286	0	27295.02111	0	26921.08829	13534.64701	21398.81923	67860.33194	0	19498.38427	23398.8083	20562.28126	15450.73189	34189.378	42581.23186	0	24016.94812	22827.65897	25462.44154	30696.09193	22445.06926	40440.11639	23927.19347	19298.37095	0	0	46890.1174	65156.42514	45864.65655	34392.39302	22739.28884
FA(22:3)+13C0[+NH4]	61521.81277	23271.72298	86570.73718	0	44427.97735	0	28041.85212	231352.9789	83639.73276	78592.10934	26142.1291	84686.42514	46080.45685	16479.37973	31690.56859	0	13760.46106	169378.6846	32212.20933	41589.69389	31210.92199	48709.03493	204280.618	28712.72162	31335.96234	58121.0377	48486.79319	45931.32564	37649.20033	57955.59152	0	98665.24706	19643.065	140692.8563	21430.25083	27074.59129	85030.75192	31005.0765	144775.7971	20497.85133	59632.74925	31760.39063	12041.67821	15290.80172	15645.48819	75257.63009	40296.06113	41569.02069	0	101998.5402	140176.9892	145247.7357	23045.22586	30605.30533	34441.4816	46207.10912	51137.68753	35925.02348	69753.35179	27144.48557	14481.03047	21920.11119	56387.09755	39365.74677	24929.62481	82820.49271	93419.61781	61460.11617	39416.08165	33722.29265	39338.99454	74419.78371	55677.99106	51194.81379	54372.56896	11377.88036	24577.24628	44590.99082	46232.47229	15271.7547	17649.18916	39329.7239	102844.2319	61922.28463	0	37635.07588	175540.9613	13607.05973	118793.6484	77923.80241	55424.1183	180995.5939	110622.2045	66202.74765	45732.98877
FA(22:2)+13C0[+NH4]	43188.12646	17969.90456	70558.88668	0	84761.90063	0	0	136916.0083	79377.29905	59804.92303	26293.10324	73942.04942	20991.26725	14744.4535	23845.25954	0	14429.58081	121074.3916	25256.64194	50915.68642	25531.05551	30050.94771	153866.8078	27252.84043	43949.19526	150460.2504	60374.8302	47480.82306	57392.15176	42044.32989	0	120253.361	0	86819.16097	15015.20329	22916.43234	58099.65309	32982.93178	87304.80837	13098.79286	58512.20126	22235.25469	0	15416.71558	24948.72348	53720.44414	29530.42886	29525.74694	0	84364.6414	89983.69531	117898.0517	34077.59836	21680.6219	18763.78693	56076.4465	80137.0513	30787.60246	61772.65258	18976.40281	19597.71842	25257.86723	61924.31187	37459.2093	24765.63123	63551.19562	282340.2232	44360.26534	34124.33024	19458.19029	34496.92252	56246.12297	68731.80329	34182.95339	44057.79818	0	17282.20171	59071.32922	69541.14023	15570.94669	22277.90208	24314.7115	124152.3934	37372.98509	0	38167.8215	225171.7055	15156.93134	85618.08798	52928.5649	52453.65723	107445.8986	57848.52736	41394.88763	48986.48554
TH-12-keto-LTB4(20:2)+13C0[+NH4]	32801.65378	0	13712.52742	0	26460.61682	14253.25384	31542.01505	39638.42008	0	0	0	0	0	0	14439.64534	0	67856.91574	37000.25006	12555.52148	0	0	0	57699.10123	0	20085.31238	32611.34124	18668.33263	0	16746.87945	0	0	0	22560.954	0	13272.22293	0	0	18063.98127	26866.2978	0	0	15000.763	12714.69261	13542.91518	0	0	0	13844.8108	27995.04326	33778.32461	0	0	16277.80393	16060.16945	16193.10424	0	0	12856.91292	17362.36786	14439.52443	0	13972.27273	0	0	0	0	29515.12472	25311.10571	19356.57597	10331.08638	0	0	0	16277.70025	20228.21033	11667.09586	13888.06827	15399.44917	20379.09593	13278.30199	0	12533.51841	26276.72871	0	0	18789.88613	28220.35395	13028.2566	30261.34791	0	0	46928.75745	0	0	23064.40689
MAG(18:3)+13C0[+NH4]	47235.07447	13698.68191	19145.39973	0	32150.97292	16678.85427	68469.19269	40489.50827	26302.93982	0	27184.9002	41827.11419	11559.40068	0	20804.71555	14209.48686	15114.59178	47999.96509	17210.86566	0	21428.89915	15274.75302	64952.56993	20028.37926	22843.47461	37406.99669	21253.29634	21236.43283	20033.38304	22081.68382	0	0	25431.26596	47932.09942	16098.10375	24483.01732	0	20454.90973	0	13156.87787	51894.91729	23151.75825	14058.88633	17173.46683	16090.62749	0	20114.36704	18765.31949	27077.39138	40494.76286	57240.57401	35699.7087	20431.5324	19835.4523	20586.28405	0	16378.30093	14050.40136	25157.78363	21841.37406	16027.60208	13861.01227	0	23835.64457	25108.9006	0	38067.3881	0	32458.17841	10670.92033	13284.65725	0	17877.82107	21790.64651	25523.74686	15684.44849	21118.23319	18925.05995	25080.16529	12600.24322	19320.75512	14104.99395	24533.1497	37094.94882	0	23793.9444	30023.63724	16213.86702	32982.67986	22007.83882	0	64660.41584	62097.63253	34712.38417	34887.08053
Polydimethylsiloxane(C10H30O5Si5)+13C0[+H]	502705.1808	234094.4345	235203.059	943043.8534	645427.4119	377615.3664	458491.6493	1865920.378	376300.6528	843383.0006	168168.4112	1107929.23	370287.2193	197222.0844	236834.8504	285628.887	266849.0305	949462.9306	288720.014	896919.487	414587.5741	301172.5119	962650.0417	239394.9841	518163.8357	694041.858	239448.4714	406638.1581	615501.1797	221758.2347	702962.0379	490467.605	908614.2108	523685.9465	262649.0761	237766.7275	583141.4693	493837.2888	564549.1046	222791.0943	537965.9298	268780.1214	497862.1435	320096.422	227156.7604	500471.779	212926.1805	304100.5469	933311.3639	934547.2259	906884.2285	548933.2052	332795.0972	227822.5958	479666.9531	517039.9304	174333.9671	190714.1904	432572.4496	502206.353	324012.0353	430007.2514	466443.3143	314916.9598	154053.3237	488610.1142	591895.9954	789019.788	293724.5398	456510.7871	314652.5485	1081978.712	206223.6039	208162.5427	479132.36	320929.4566	518660.3581	240033.8363	264751.4097	195593.4176	245061.9074	420370.9585	2920943.646	444499.7842	278146.3168	181298.3805	1850533.362	321721.0477	848402.7887	322071.6195	510173.928	875938.2878	530453.2001	466088.3323	410934.9375
Polydimethylsiloxane(C10H30O5Si5)+13C1[+H]	47451.77332	21564.3068	23196.76396	86959.96094	63355.78016	35973.09878	43288.18254	175400.9462	35807.17105	77810.67423	15916.08296	106289.3074	34538.32257	18215.02543	23205.98137	26495.18682	24907.59172	88438.28451	26454.04816	84597.62022	39876.05069	28949.48725	93743.78939	24650.02423	49311.65973	63560.2788	23142.64676	37145.64352	57662.40928	21222.92539	0	0	84844.86378	51820.41344	24587.57811	24128.24296	58294.64017	46194.11199	54495.88186	21803.89247	51567.97673	26325.89023	45986.57505	29323.58663	21625.6873	51212.8761	19947.64451	30909.68928	88102.84275	86067.71204	92277.29818	50517.80318	31614.4483	21184.7157	45721.88632	52860.53406	18695.04546	18440.34297	40405.81091	47223.36011	31166.19128	39850.74643	47149.33623	30746.88115	0	50566.65182	56785.59109	76283.76333	27801.0375	43588.40929	30246.00998	100606.1621	20263.37533	21510.79077	45607.2547	30984.56918	48935.75304	23705.32436	26019.14752	18960.93533	22774.66	39268.29549	281430.2353	43285.24392	26155.41897	17311.07818	174084.2432	30703.78561	82071.43294	31752.40615	47364.49375	84503.23025	50926.47699	44596.25419	38362.28333
MAG(18:0)+13C0 [+Na]	28342.13887	19761.08289	21181.91464	34624.05707	20852.88454	87266.60532	32235.37204	58152.4036	19858.53965	85269.5625	19236.81905	107335.9466	89123.54955	20043.22326	26777.03768	22071.75117	23927.3744	144617.888	28118.48235	113046.3543	22459.67706	23454.10623	102561.647	0	23588.22781	26191.29273	16929.19906	0	21099.37029	20089.08886	0	0	56108.00519	28270.60049	29456.05698	28288.21221	0	33923.88107	33008.29626	19314.37147	56150.28123	24875.45188	24137.29738	22101.25969	21294.33602	50273.89235	14629.61242	25521.00557	97375.66403	85196.394	104935.4232	25431.13351	22585.11159	18641.05808	25154.01052	65289.06294	0	15863.32183	18361.65799	29657.9603	23381.73957	48761.93941	27010.11335	29721.94498	24726.82614	54627.08898	0	46384.91465	22965.31375	29838.28028	28271.37146	52501.27267	0	21691.22087	33862.71924	32489.73713	41481.17567	23898.47484	43394.96957	0	21631.58899	28896.87386	27325.80326	20915.26545	19946.7361	16599.70363	50458.18891	28755.93252	49347.08426	0	47901.20067	123754.5229	0	0	20102.61936
18:1(d7) MG(18:1)+13C0 [+Na]	38386.65473	12537.46703	43451.26543	11878.75245	27833.32815	0	21728.17383	198324.8399	47106.73064	169609.035	36544.98818	135438.7656	17320.36272	0	24569.589	0	15558.5616	326481.6758	20354.89142	127515.5125	24108.54515	27538.19559	378759.1824	23427.44906	0	44324.3516	75528.80492	28049.49495	80361.56091	26202.45904	207619.0833	95070.50045	22798.8605	79277.56391	14954.46172	32484.18001	88788.83906	21591.20139	75152.88234	12035.37569	71804.90292	30337.99228	0	14638.18256	14442.61233	95589.18388	23221.93031	22283.56793	27018.04308	199909.5944	239223.047	114209.1411	18127.77703	24781.03439	20291.68062	115061.8978	60624.06749	20779.62605	35479.06393	24365.37814	11799.67313	20598.23067	46893.65257	18403.14284	47512.8371	102698.8959	70126.56076	43791.52803	32718.11082	18786.05222	19650.09433	150090.6415	33148.8431	35346.29695	85962.61958	11585.53067	18414.4482	72075.60938	59117.03691	0	21223.85186	30961.64885	55311.30362	39840.95455	13240.17269	74381.88701	160268.8096	12952.93229	39859.96833	44387.14923	75295.71691	211751.3762	50352.21983	35204.05115	27511.24591
Polydimethylsiloxane(C10H30O5Si5)+13C0[+NH4]	91680.27481	33198.76667	34837.41809	185708.5249	110801.218	60823.87245	79737.54829	389042.7829	66313.69482	155197.6054	25535.24152	193390.8787	59853.44079	30228.29945	34094.35181	46404.68972	41490.94082	177511.4523	42286.14481	159975.8489	59661.9974	45871.221	174117.1903	36267.09837	89336.39402	118419.8361	33696.26694	71859.11193	88714.48178	32878.59638	118346.0947	93410.51239	170281.6165	90041.69899	38636.71287	36311.01118	101322.5784	87185.41252	100665.0755	32510.66285	94817.10999	39863.70642	83972.47034	51836.38893	32105.26123	83389.75873	33465.50959	45264.88844	172638.4151	171445.533	167479.4908	95979.22699	56372.14605	32634.30193	83306.42514	86155.76328	25797.38811	28029.23996	76027.66764	84531.51336	49800.31218	67004.57723	85742.80359	49512.66131	23936.00628	83187.77558	103439.9792	145438.3862	44379.98753	76544.59244	51027.57738	194663.9271	30690.41685	30134.24953	86481.13319	51162.49098	87180.24464	33908.69496	39152.25565	29960.33383	35569.8024	67633.13939	610296.1468	77909.10091	42000.49672	28062.10929	382778.9863	53429.57044	156357.2786	48756.57114	91616.81942	168393.766	93203.18363	80418.11052	72760.08427
MAG(20:1)+13C0[+NH4]	33960.36305	10715.09104	12836.49861	0	20604.5978	13223.65402	39601.60581	38360.91143	19379.13624	42370.61849	15282.54113	39512.21812	0	0	25428.55927	12659.0572	11579.00386	65065.65719	0	0	26253.00199	0	75590.98542	23509.71215	19516.34827	21299.59673	15861.91891	18033.66025	17704.95198	0	103500.7462	125962.841	19023.84884	52691.0915	13419.02989	98211.33963	0	17084.61004	33739.53694	18241.56278	0	26491.01026	0	16252.33602	15902.00843	0	0	13229.65242	0	0	51321.51102	31534.32639	15544.46513	16502.46355	0	0	0	17630.65252	15421.67625	0	10115.81117	0	775121.4775	15143.85198	29467.02051	77010.92764	20664.40011	0	28206.66606	16601.1407	0	59955.48553	18532.48857	12873.15759	23111.27555	14341.1322	0	14127.81519	211143.9733	0	35073.76076	0	0	19349.93739	0	1328829.06	26094.4181	27748.54264	0	38747.35682	39271.94276	50907.34681	64405.81165	0	0
LysoPC-pmg(12:1)+13C0[+H]	39035.90084	33716.92584	65055.94403	0	0	0	0	91267.34551	63792.64301	75815.87135	50667.99831	97774.97705	73422.71012	0	22468.16204	0	43405.50229	169038.5252	19614.74917	56226.94084	0	26632.7177	329492.7252	104106.905	0	0	53559.21936	153790.5529	70861.64232	15910.92068	0	0	46510.02183	244998.8062	37781.06903	134159.0967	40394.65609	48288.29878	32182.52013	43719.64221	50817.87705	67531.0245	0	63424.26537	18642.49429	44646.29005	89541.8744	0	0	229488.9741	81980.32979	107462.1015	45581.47983	75928.29703	13639.44911	66098.97707	163184.2798	13349.70622	63300.91254	18072.61978	22436.14531	41961.71154	64256.28754	35718.69675	173291.2692	0	163342.4125	0	96703.39541	12900.37334	13756.61758	0	235485.0378	51126.17978	56551.06802	11039.77306	15343.91413	39489.13609	69550.30859	43137.86292	0	70542.85079	244251.9698	30852.36825	18505.30179	216021.0193	70917.41154	0	0	326382.5407	71653.24066	114298.3894	108995.1054	0	32323.52154
